Sursa,Itemul,Problema,Pasii de rezolvare,Raspunsul,Dificultate,Tema,Tema_norm,Domeniu,Dificultate_group,Sursa_type,Sursa_year,Problema_clean,Pasi_clean,Raspuns_clean,problem_chars,problem_words,steps_chars,answer_chars,n_digits,n_math_symbols,has_percent,has_geometry_word,has_equation_word,has_radical,has_function_word,has_real_life_context,problem_hash
Pretestare Februarie - 2019,4.0,"Pe o hartă cu scara 1:5 000 000, distanța dintre Giurgiulești și Naslavcea este 7 cm. Determinați distanța reală în km.",Distanța reală = 7 × 5 000 000 = 35 000 000 cm = 350 km,350 km,2.0,Scări și proporții,Rapoarte și proporții,Rapoarte și proporții,2 - mediu,pretestare,2019.0,"pe o harta cu scara 1:5 000 000, distanta dintre giurgiulesti si naslavcea este 7 cm. determinati distanta reala in km.",distanta reala = 7 × 5 000 000 = 35 000 000 cm = 350 km,350 km,119,21,55,6,9,0,0,1,0,0,0,0,"pe o harta cu scara 1:5 000 000, distanta dintre giurgiulesti si naslavcea este 7 cm. determinati distanta reala in km."
Exersare Test 1 - 2014,6.0,Șirul aₙ = 21−4n. Este -61 termen?,21 - 4n = -61 → 4n = 82 → n = 20.5. Nu este termen (n nu e întreg),Nu,2.0,Șiruri,Șiruri,Altele,2 - mediu,exersare,2014.0,sirul aₙ = 21-4n. este -61 termen?,21 - 4n = -61 → 4n = 82 → n = 20.5. nu este termen (n nu e intreg),nu,34,7,66,2,5,2,0,0,0,0,0,0,sirul aₙ = 21-4n. este -61 termen?
Pretestare - 2014,9.0,Șirul aₙ = 7−3n. Nr. termeni negativi.,7 - 3n < 0 → n > 7/3 ≈ 2.33. Termeni negativi: n ≥ 3. Infinit de mulți termeni negativi,Infinit,2.0,Șiruri,Șiruri,Altele,2 - mediu,pretestare,2014.0,sirul aₙ = 7-3n. nr. termeni negativi.,7 - 3n < 0 → n > 7/3 ≈ 2.33. termeni negativi: n ≥ 3. infinit de multi termeni negativi,infinit,38,7,87,7,2,1,0,0,0,0,0,0,sirul aₙ = 7-3n. nr. termeni negativi.
Exersare Test 1 - 2022,8.0,"Ion si Maria au primit de la parinti sume egale de bani pentru a cumpara martisoare. Ion a cumparat martisoare de cate 8 lei fiecare si i-au ramas 3 lei, iar Maria a cumparat martisoare de cate 6 lei fiecare si i-a ramas 1 leu. Determinati cate martisoare a cumparat Ion si cate a cumparat Maria, daca impreuna au cumparat 12 martisoare","Fie x = nr martisoare Ion, y = nr martisoare Maria. x + y = 12; 8x + 3 = 6y + 1 => 4x - 3y = -1. Inlocuim y = 12 - x: 7x = 35 => x = 5, y = 7","Ion: 5, Maria: 7",2.0,Sisteme de ecuatii,Sisteme de ecuații,"Ecuații, inecuații și sisteme",2 - mediu,exersare,2022.0,"ion si maria au primit de la parinti sume egale de bani pentru a cumpara martisoare. ion a cumparat martisoare de cate 8 lei fiecare si i-au ramas 3 lei, iar maria a cumparat martisoare de cate 6 lei fiecare si i-a ramas 1 leu. determinati cate martisoare a cumparat ion si cate a cumparat maria, daca impreuna au cumparat 12 martisoare","fie x = nr martisoare ion, y = nr martisoare maria. x + y = 12; 8x + 3 = 6y + 1 => 4x - 3y = -1. inlocuim y = 12 - x: 7x = 35 => x = 5, y = 7","ion: 5, maria: 7",336,62,141,16,6,2,0,0,0,0,0,1,"ion si maria au primit de la parinti sume egale de bani pentru a cumpara martisoare. ion a cumparat martisoare de cate 8 lei fiecare si i-au ramas 3 lei, iar maria a cumparat martisoare de cate 6 lei fiecare si i-a ramas 1 leu. determinati cate martisoare a cumparat ion si cate a cumparat maria, daca impreuna au cumparat 12 martisoare"
Exersare Test 1 - 2023,8.0,"Distanta dintre doua localitati este de 200 km. Din aceste localitati in acelasi timp s-au pornit unul in intampinarea celuilalt un autoturism si un tractor, autoturismul avand viteza de 3 ori mai mare decat viteza tractorului. Determinati viteza autoturismului si viteza tractorului, daca se cunoaste ca ele s-au intalnit peste 2 ore.","Se alcatuieste sistemul de ecuatii: va = 3vt si va·t + vt·t=200, unde t=2h, va=viteza autoturismului si vt= viteza tractorului. Prin urmare, avem: va=3·vt si 2·(va + vt)=200=>2·4vt=200=>vt=25km/h=>va=3·25km/h=75km/h","Viteza autoturismului este de 75 km/h, iar viteza tractorului - 25 km/h",5.0,Sisteme de ecuatii,Sisteme de ecuații,"Ecuații, inecuații și sisteme",4 - avansat,exersare,2023.0,"distanta dintre doua localitati este de 200 km. din aceste localitati in acelasi timp s-au pornit unul in intampinarea celuilalt un autoturism si un tractor, autoturismul avand viteza de 3 ori mai mare decat viteza tractorului. determinati viteza autoturismului si viteza tractorului, daca se cunoaste ca ele s-au intalnit peste 2 ore.","se alcatuieste sistemul de ecuatii: va = 3vt si va·t + vt·t=200, unde t=2h, va=viteza autoturismului si vt= viteza tractorului. prin urmare, avem: va=3·vt si 2·(va + vt)=200=>2·4vt=200=>vt=25km/h=>va=3·25km/h=75km/h","viteza autoturismului este de 75 km/h, iar viteza tractorului - 25 km/h",335,52,215,71,5,2,0,0,0,0,0,1,"distanta dintre doua localitati este de 200 km. din aceste localitati in acelasi timp s-au pornit unul in intampinarea celuilalt un autoturism si un tractor, autoturismul avand viteza de 3 ori mai mare decat viteza tractorului. determinati viteza autoturismului si viteza tractorului, daca se cunoaste ca ele s-au intalnit peste 2 ore."
Exersare Test 1 - 2024,8.0,Un numar este cu 8 mai mare decat jumatate din alt numar. Determinati numerele daca se cunoaste ca suma lor este egala cu 23.,Fie cele doua numere a si b. a = 8 + b/2 si a + b = 23. Avem 8 + b/2 + b = 23 => 16 + b + 2b = 46 => 3b = 30 => b = 10. a = 8 + 10/2 = 13,Primul numar este egal cu 13; al doilea - cu 10,2.0,Sisteme de ecuatii,Sisteme de ecuații,"Ecuații, inecuații și sisteme",2 - mediu,exersare,2024.0,un numar este cu 8 mai mare decat jumatate din alt numar. determinati numerele daca se cunoaste ca suma lor este egala cu 23.,fie cele doua numere a si b. a = 8 + b/2 si a + b = 23. avem 8 + b/2 + b = 23 => 16 + b + 2b = 46 => 3b = 30 => b = 10. a = 8 + 10/2 = 13,primul numar este egal cu 13; al doilea - cu 10,125,24,137,47,3,0,0,0,0,0,0,0,un numar este cu 8 mai mare decat jumatate din alt numar. determinati numerele daca se cunoaste ca suma lor este egala cu 23.
Exersare Test 1 - 2025,8.0,"Ilinca si Bogdan au strans impreuna 68 de ciuperci. Pentru a avea un numar egal de ciuperci, Bogdan i-a dat Ilincai 6 ciuperci. Determinati cate ciuperci a strans fiecare.","1) Fie I = ciupercile Ilincai, B = ciupercile lui Bogdan. 2) Sistemul: I + B = 68 si B - 6 = I + 6. 3) Din ecuatia 2: B - I = 12. 4) Rezolvare: B = 40, I = 28.","Bogdan: 40 ciuperci, Ilinca: 28 ciuperci",3.0,Sisteme de ecuatii,Sisteme de ecuații,"Ecuații, inecuații și sisteme",3 - consolidare,exersare,2025.0,"ilinca si bogdan au strans impreuna 68 de ciuperci. pentru a avea un numar egal de ciuperci, bogdan i-a dat ilincai 6 ciuperci. determinati cate ciuperci a strans fiecare.","1) fie i = ciupercile ilincai, b = ciupercile lui bogdan. 2) sistemul: i + b = 68 si b - 6 = i + 6. 3) din ecuatia 2: b - i = 12. 4) rezolvare: b = 40, i = 28.","bogdan: 40 ciuperci, ilinca: 28 ciuperci",171,29,159,40,3,1,0,0,0,0,0,0,"ilinca si bogdan au strans impreuna 68 de ciuperci. pentru a avea un numar egal de ciuperci, bogdan i-a dat ilincai 6 ciuperci. determinati cate ciuperci a strans fiecare."
Exersare Test 2 - 2022,8.0,Se cunoaste ca 5 caiete costa cu 4 lei mai mult decat 3 pixuri. 3 caiete costa cu 2 lei mai putin decat 2 pixuri. Determinati pretul unui caiet si al unui pix.,Sistem: 5c = 3p + 4; 3c = 2p - 2; Din ec.2: c = (2p-2)/3; Inlocuim: 5(2p-2)/3 = 3p + 4; 10p - 10 = 9p + 12; p = 22 lei; c = (44-2)/3 = 14 lei,"Caiet: 14 lei, Pix: 22 lei",3.0,Sisteme de ecuatii,Sisteme de ecuații,"Ecuații, inecuații și sisteme",3 - consolidare,exersare,2022.0,se cunoaste ca 5 caiete costa cu 4 lei mai mult decat 3 pixuri. 3 caiete costa cu 2 lei mai putin decat 2 pixuri. determinati pretul unui caiet si al unui pix.,sistem: 5c = 3p + 4; 3c = 2p - 2; din ec.2: c = (2p-2)/3; inlocuim: 5(2p-2)/3 = 3p + 4; 10p - 10 = 9p + 12; p = 22 lei; c = (44-2)/3 = 14 lei,"caiet: 14 lei, pix: 22 lei",159,33,141,26,6,0,0,0,0,0,0,1,se cunoaste ca 5 caiete costa cu 4 lei mai mult decat 3 pixuri. 3 caiete costa cu 2 lei mai putin decat 2 pixuri. determinati pretul unui caiet si al unui pix.
Exersare Test 2 - 2023,8.0,"In luna februarie, pentru 1 kg de rosii si 1 kg de castraveti Ion a achitat 100 lei. In iulie, rosiile s-au ieftinit de 4 ori, castravetii de 2 ori, si Ion a achitat 35 lei pentru un kilogram de rosii si un kilogram de castraveti. Determinati cat costa un kilogram de rosii si cat costa un kilogram de castraveti in luna februarie.",Sistem: r + c = 100; r/4 + c/2 = 35. Inlocuim r = 100 - c: (100-c)/4 + c/2 = 35; 100 - c + 2c = 140; c = 40 lei; r = 60 lei,"Rosii: 60 lei, Castraveti: 40 lei",3.0,Sisteme de ecuatii,Sisteme de ecuații,"Ecuații, inecuații și sisteme",3 - consolidare,exersare,2023.0,"in luna februarie, pentru 1 kg de rosii si 1 kg de castraveti ion a achitat 100 lei. in iulie, rosiile s-au ieftinit de 4 ori, castravetii de 2 ori, si ion a achitat 35 lei pentru un kilogram de rosii si un kilogram de castraveti. determinati cat costa un kilogram de rosii si cat costa un kilogram de castraveti in luna februarie.",sistem: r + c = 100; r/4 + c/2 = 35. inlocuim r = 100 - c: (100-c)/4 + c/2 = 35; 100 - c + 2c = 140; c = 40 lei; r = 60 lei,"rosii: 60 lei, castraveti: 40 lei",331,63,123,33,9,1,0,1,0,0,0,1,"in luna februarie, pentru 1 kg de rosii si 1 kg de castraveti ion a achitat 100 lei. in iulie, rosiile s-au ieftinit de 4 ori, castravetii de 2 ori, si ion a achitat 35 lei pentru un kilogram de rosii si un kilogram de castraveti. determinati cat costa un kilogram de rosii si cat costa un kilogram de castraveti in luna februarie."
Sesiune de baza 2025,8.0,"În 3 mere și 2 lămâi se conțin 130 mg de vitamina C. Determinați câte mg de vitamina C conține un măr și câte o lămâie, dacă într-o lămâie sunt cu 40 mg mai mult decât într-un măr.","Fie x = vitamina C dintr-un măr (mg)
Atunci lămâia conține x + 40 mg

Ecuația:
3x + 2(x + 40) = 130
3x + 2x + 80 = 130
5x = 50
x = 10 mg

Măr: 10 mg
Lămâie: 10 + 40 = 50 mg

Verificare: 3·10 + 2·50 = 30 + 100 = 130 ✓","Măr: 10 mg
Lămâie: 50 mg",3.0,Sisteme de ecuatii,Sisteme de ecuații,"Ecuații, inecuații și sisteme",3 - consolidare,sesiune_baza,2025.0,"in 3 mere si 2 lamai se contin 130 mg de vitamina c. determinati cate mg de vitamina c contine un mar si cate o lamaie, daca intr-o lamaie sunt cu 40 mg mai mult decat intr-un mar.",fie x = vitamina c dintr-un mar (mg) atunci lamaia contine x + 40 mg ecuatia: 3x + 2(x + 40) = 130 3x + 2x + 80 = 130 5x = 50 x = 10 mg mar: 10 mg lamaie: 10 + 40 = 50 mg verificare: 3·10 + 2·50 = 30 + 100 = 130 ✓,mar: 10 mg lamaie: 50 mg,180,38,216,24,7,2,0,0,0,0,0,0,"in 3 mere si 2 lamai se contin 130 mg de vitamina c. determinati cate mg de vitamina c contine un mar si cate o lamaie, daca intr-o lamaie sunt cu 40 mg mai mult decat intr-un mar."
Exersare Test 2 - 2021,8.0,Maria: 2 kg mere + 1 kg pere = 67 lei. Ion: 1.5 kg mere + 2 kg pere = 94 lei. Prețul per kg?,"Fie m = preț mere, p = preț pere. 2m + p = 67; 1.5m + 2p = 94. Din prima: p = 67 - 2m. Înlocuim: 1.5m + 2(67-2m) = 94 => 1.5m + 134 - 4m = 94 => -2.5m = -40 => m = 16 lei. p = 67 - 32 = 35 lei","mere: 16 lei/kg, pere: 35 lei/kg",2.0,Sisteme de ecuații,Sisteme de ecuații,"Ecuații, inecuații și sisteme",2 - mediu,exersare,2021.0,maria: 2 kg mere + 1 kg pere = 67 lei. ion: 1.5 kg mere + 2 kg pere = 94 lei. pretul per kg?,"fie m = pret mere, p = pret pere. 2m + p = 67; 1.5m + 2p = 94. din prima: p = 67 - 2m. inlocuim: 1.5m + 2(67-2m) = 94 => 1.5m + 134 - 4m = 94 => -2.5m = -40 => m = 16 lei. p = 67 - 32 = 35 lei","mere: 16 lei/kg, pere: 35 lei/kg",92,25,192,32,9,4,0,0,0,0,0,1,maria: 2 kg mere + 1 kg pere = 67 lei. ion: 1.5 kg mere + 2 kg pere = 94 lei. pretul per kg?
Exersare Test 2 - 2024,8.0,"Un elev a achitat suma de 68 de lei pentru 10 caiete și 3 pixuri. Determinați prețul unui caiet și prețul unui pix, dacă se cunoaște că trei caiete costă cu 3 lei mai mult decât 2 pixuri.",Sistem: 10c + 3p = 68; 3c = 2p + 3. Din ec.2: c = (2p+3)/3. Înlocuim: 10(2p+3)/3 + 3p = 68; 20p + 30 + 9p = 204; 29p = 174; p = 6 lei; c = (12+3)/3 = 5 lei,"Caiet: 5 lei, Pix: 6 lei",5.0,Sisteme de ecuații,Sisteme de ecuații,"Ecuații, inecuații și sisteme",4 - avansat,exersare,2024.0,"un elev a achitat suma de 68 de lei pentru 10 caiete si 3 pixuri. determinati pretul unui caiet si pretul unui pix, daca se cunoaste ca trei caiete costa cu 3 lei mai mult decat 2 pixuri.",sistem: 10c + 3p = 68; 3c = 2p + 3. din ec.2: c = (2p+3)/3. inlocuim: 10(2p+3)/3 + 3p = 68; 20p + 30 + 9p = 204; 29p = 174; p = 6 lei; c = (12+3)/3 = 5 lei,"caiet: 5 lei, pix: 6 lei",187,38,155,24,7,0,0,0,0,0,0,1,"un elev a achitat suma de 68 de lei pentru 10 caiete si 3 pixuri. determinati pretul unui caiet si pretul unui pix, daca se cunoaste ca trei caiete costa cu 3 lei mai mult decat 2 pixuri."
Pretestare 2024,8.0,"Grupuri de dans: 4 și 6 persoane, 12 grupuri, 62 dansatori total. Câte grupuri de fiecare tip?","Fie x grupuri de 4 și y de 6. x+y=12, 4x+6y=62. x=5, y=7","5 grupuri de 4, 7 grupuri de 6",3.0,Sisteme de ecuații,Sisteme de ecuații,"Ecuații, inecuații și sisteme",3 - consolidare,pretestare,2024.0,"grupuri de dans: 4 si 6 persoane, 12 grupuri, 62 dansatori total. cate grupuri de fiecare tip?","fie x grupuri de 4 si y de 6. x+y=12, 4x+6y=62. x=5, y=7","5 grupuri de 4, 7 grupuri de 6",94,17,56,30,6,0,0,0,0,0,0,0,"grupuri de dans: 4 si 6 persoane, 12 grupuri, 62 dansatori total. cate grupuri de fiecare tip?"
Pretestare 2025,5.0,"Două grupe plantează 1000 puieți. Una plantează dublu, alta jumătate. Total plantat: 1100. Câți trebuia fiecare?","Fie x și y obiectivele. 2x + 0.5y = 1100, x + y = 1000. x = 400, y = 600",400 și 600 puieți,3.0,Sisteme de ecuații,Sisteme de ecuații,"Ecuații, inecuații și sisteme",3 - consolidare,pretestare,2025.0,"doua grupe planteaza 1000 puieti. una planteaza dublu, alta jumatate. total plantat: 1100. cati trebuia fiecare?","fie x si y obiectivele. 2x + 0.5y = 1100, x + y = 1000. x = 400, y = 600",400 si 600 puieti,112,16,72,17,8,0,0,0,0,0,0,0,"doua grupe planteaza 1000 puieti. una planteaza dublu, alta jumatate. total plantat: 1100. cati trebuia fiecare?"
Sesiune de bază 2022,8.0,"23 echipe, 104 sportivi. Echipe de 6 și 4 membri. Câte de fiecare tip?","x + y = 23, 6x + 4y = 104. x = 6, y = 17","6 echipe de 6, 17 de 4",3.0,Sisteme de ecuații,Sisteme de ecuații,"Ecuații, inecuații și sisteme",3 - consolidare,sesiune_baza,2022.0,"23 echipe, 104 sportivi. echipe de 6 si 4 membri. cate de fiecare tip?","x + y = 23, 6x + 4y = 104. x = 6, y = 17","6 echipe de 6, 17 de 4",70,14,40,22,7,0,0,0,0,0,0,0,"23 echipe, 104 sportivi. echipe de 6 si 4 membri. cate de fiecare tip?"
Sesiune de bază 2023,8.0,"Distribuție de cereri între doi operatori: 60 total. Un operator a procesat 24, celălalt 36.",Se verifică: 24 + 36 = 60,24 și 36 cereri,3.0,Sisteme de ecuații,Sisteme de ecuații,"Ecuații, inecuații și sisteme",3 - consolidare,sesiune_baza,2023.0,"distributie de cereri intre doi operatori: 60 total. un operator a procesat 24, celalalt 36.",se verifica: 24 + 36 = 60,24 si 36 cereri,92,15,25,15,6,0,0,0,0,0,0,0,"distributie de cereri intre doi operatori: 60 total. un operator a procesat 24, celalalt 36."
Sesiune de bază 2024,8.0,"Barcă cu saci de cartofi: 20 saci → 1200 kg, 25 saci → 1425 kg. Greutatea bărcii și a unui sac?","Fie b barca, s sacul. b + 20s = 1200, b + 25s = 1425. s = 45 kg, b = 300 kg","Barcă=300kg, sac=45kg",3.0,Sisteme de ecuații,Sisteme de ecuații,"Ecuații, inecuații și sisteme",3 - consolidare,sesiune_baza,2024.0,"barca cu saci de cartofi: 20 saci → 1200 kg, 25 saci → 1425 kg. greutatea barcii si a unui sac?","fie b barca, s sacul. b + 20s = 1200, b + 25s = 1425. s = 45 kg, b = 300 kg","barca=300kg, sac=45kg",95,21,75,21,12,0,0,0,0,0,0,1,"barca cu saci de cartofi: 20 saci → 1200 kg, 25 saci → 1425 kg. greutatea barcii si a unui sac?"
Exersare Test 1 - 2021,1.0,"Fie a = 6/4 : 3/4 și b = -5 + 3. Completați casetele cu numere reale: a = ?, b = ?, a · b = ?",a = (6/4) : (3/4) = (6/4) × (4/3) = 6/3 = 2; b = -5 + 3 = -2; a · b = 2 × (-2) = -4,"a = 2, b = -2, a · b = -4",,,Necunoscut,Altele,Necunoscut,exersare,2021.0,"fie a = 6/4 : 3/4 si b = -5 + 3. completati casetele cu numere reale: a = ?, b = ?, a · b = ?",a = (6/4) : (3/4) = (6/4) × (4/3) = 6/3 = 2; b = -5 + 3 = -2; a · b = 2 × (-2) = -4,"a = 2, b = -2, a · b = -4",93,28,83,25,6,9,0,0,0,0,0,0,"fie a = 6/4 : 3/4 si b = -5 + 3. completati casetele cu numere reale: a = ?, b = ?, a · b = ?"
Exersare Test 1 - 2021,2.0,"MN este linie mijlocie a triunghiului ABC, iar P aparține AC astfel încât AMNP este romb. MN = 2 cm. PC = ?",MN linie mijlocie => MN || BC și MN = BC/2 => BC = 4 cm. AMNP romb => AP = MN = 2 cm. AC = 2×MN = 4 cm (MN linie mijlocie). PC = AC - AP = 4 - 2 = 2 cm,2 cm,,,Necunoscut,Altele,Necunoscut,exersare,2021.0,"mn este linie mijlocie a triunghiului abc, iar p apartine ac astfel incat amnp este romb. mn = 2 cm. pc = ?",mn linie mijlocie => mn || bc si mn = bc/2 => bc = 4 cm. amnp romb => ap = mn = 2 cm. ac = 2×mn = 4 cm (mn linie mijlocie). pc = ac - ap = 4 - 2 = 2 cm,2 cm,107,23,151,4,1,2,0,1,0,0,0,0,"mn este linie mijlocie a triunghiului abc, iar p apartine ac astfel incat amnp este romb. mn = 2 cm. pc = ?"
Exersare Test 1 - 2021,3.0,"Graficul funcției f(x) = ax + b, a ≠ 0. Pentru x ∈ (1, +∞), f(x) ? 0. Completați cu < sau >","Din grafic: funcția este descrescătoare (a < 0) și trece prin (1, 0). Pentru x > 1, valorile sunt sub axa Ox",<,,,Necunoscut,Altele,Necunoscut,exersare,2021.0,"graficul functiei f(x) = ax + b, a = 0. pentru x ∈ (1, +∞), f(x) ? 0. completati cu < sau >","din grafic: functia este descrescatoare (a < 0) si trece prin (1, 0). pentru x > 1, valorile sunt sub axa ox",<,91,23,108,1,3,11,0,0,0,0,1,0,"graficul functiei f(x) = ax + b, a = 0. pentru x ∈ (1, +∞), f(x) ? 0. completati cu < sau >"
Exersare Test 1 - 2021,4.0,La uscare prunele pierd 70% din cantitate. Câte kg de prune uscate se obțin din 20 kg de prune proaspete?,Prune uscate = 100% - 70% = 30% din cantitatea inițială. Cantitate uscată = 20 × 0.30 = 6 kg,6 kg,,,Necunoscut,Altele,Necunoscut,exersare,2021.0,la uscare prunele pierd 70% din cantitate. cate kg de prune uscate se obtin din 20 kg de prune proaspete?,prune uscate = 100% - 70% = 30% din cantitatea initiala. cantitate uscata = 20 × 0.30 = 6 kg,6 kg,105,20,92,4,4,0,1,0,0,0,0,1,la uscare prunele pierd 70% din cantitate. cate kg de prune uscate se obtin din 20 kg de prune proaspete?
Exersare Test 1 - 2021,5.0,Calculați valoarea expresiei: 27^(1/3) - 5^0 + √(1/9) × √19,27^(1/3) = 3; 5^0 = 1; √(1/9) = 1/3; Expresia = 3 - 1 + (1/3)×√19 = 2 + √19/3,2 + √19/3,,,Necunoscut,Altele,Necunoscut,exersare,2021.0,calculati valoarea expresiei: 27^(1/3) - 5^0 + √(1/9) × √19,27^(1/3) = 3; 5^0 = 1; √(1/9) = 1/3; expresia = 3 - 1 + (1/3)×√19 = 2 + √19/3,2 + √19/3,59,10,77,9,10,12,0,0,0,1,0,0,calculati valoarea expresiei: 27^(1/3) - 5^0 + √(1/9) × √19
Exersare Test 1 - 2021,6.0,Determinați soluția reală mai mare decât √2 a ecuației 6x² - 13x + 6 = 0,Δ = 169 - 144 = 25. x₁ = (13+5)/12 = 18/12 = 3/2; x₂ = (13-5)/12 = 8/12 = 2/3. √2 ≈ 1.41. Soluția > √2 este x = 3/2 = 1.5,3/2,,,Necunoscut,Altele,Necunoscut,exersare,2021.0,determinati solutia reala mai mare decat √2 a ecuatiei 6x² - 13x + 6 = 0,δ = 169 - 144 = 25. x₁ = (13+5)/12 = 18/12 = 3/2; x₂ = (13-5)/12 = 8/12 = 2/3. √2 ≈ 1.41. solutia > √2 este x = 3/2 = 1.5,3/2,72,16,121,3,6,4,0,0,1,1,0,0,determinati solutia reala mai mare decat √2 a ecuatiei 6x² - 13x + 6 = 0
Exersare Test 1 - 2021,7.0,"AB || CD, AC ⊥ DC, O intersecția BD și AC. AO = 3 cm, OB = 5 cm, OC = 9 cm. CD = ?",Triunghiurile AOB și COD sunt asemenea. AO/OC = OB/OD = AB/CD. 3/9 = 1/3. OD = 15 cm. CD/AB = OC/OA = 3. CD = 15 cm,15 cm,,,Necunoscut,Altele,Necunoscut,exersare,2021.0,"ab || cd, ac ⊥ dc, o intersectia bd si ac. ao = 3 cm, ob = 5 cm, oc = 9 cm. cd = ?",triunghiurile aob si cod sunt asemenea. ao/oc = ob/od = ab/cd. 3/9 = 1/3. od = 15 cm. cd/ab = oc/oa = 3. cd = 15 cm,15 cm,82,26,115,5,3,4,0,1,0,0,0,0,"ab || cd, ac ⊥ dc, o intersectia bd si ac. ao = 3 cm, ob = 5 cm, oc = 9 cm. cd = ?"
Exersare Test 1 - 2021,8.0,"1 kg porumb = 5 lei, 1 kg grâu = 8 lei. Amestec 30 kg la 6 lei/kg. Câte kg din fiecare?","Fie x = kg porumb, y = kg grâu. x + y = 30; 5x + 8y = 180. x = 30 - y. 5(30-y) + 8y = 180 => 3y = 30 => y = 10, x = 20","20 kg porumb, 10 kg grâu",,,Necunoscut,Altele,Necunoscut,exersare,2021.0,"1 kg porumb = 5 lei, 1 kg grau = 8 lei. amestec 30 kg la 6 lei/kg. cate kg din fiecare?","fie x = kg porumb, y = kg grau. x + y = 30; 5x + 8y = 180. x = 30 - y. 5(30-y) + 8y = 180 => 3y = 30 => y = 10, x = 20","20 kg porumb, 10 kg grau",87,22,118,24,7,3,0,0,0,0,0,1,"1 kg porumb = 5 lei, 1 kg grau = 8 lei. amestec 30 kg la 6 lei/kg. cate kg din fiecare?"
Exersare Test 1 - 2021,9.0,f(x) = 4x - 3. Determinați x pentru care x > f(x),x > 4x - 3 => -3x > -3 => x < 1,"x ∈ (-∞, 1)",,,Necunoscut,Altele,Necunoscut,exersare,2021.0,f(x) = 4x - 3. determinati x pentru care x > f(x),x > 4x - 3 => -3x > -3 => x < 1,"x ∈ (-∞, 1)",49,12,31,11,2,7,0,0,0,0,1,0,f(x) = 4x - 3. determinati x pentru care x > f(x)
Exersare Test 1 - 2021,10.0,"Petru: 2 pachete piramidă pătrată (baza 10 cm, h = 9 cm). Ana: 1 pachet prismă pătrată (baza 5 cm, h = 25 cm). Cine a cumpărat mai mult lapte?",V_piramidă = (1/3) × 100 × 9 = 300 cm³. Petru: 2 × 300 = 600 cm³. V_prismă = 25 × 25 = 625 cm³. 625 > 600,Ana a cumpărat mai mult lapte,,,Necunoscut,Altele,Necunoscut,exersare,2021.0,"petru: 2 pachete piramida patrata (baza 10 cm, h = 9 cm). ana: 1 pachet prisma patrata (baza 5 cm, h = 25 cm). cine a cumparat mai mult lapte?",v_piramida = (1/3) × 100 × 9 = 300 cm³. petru: 2 × 300 = 600 cm³. v_prisma = 25 × 25 = 625 cm³. 625 > 600,ana a cumparat mai mult lapte,142,30,105,29,8,6,0,1,0,0,0,1,"petru: 2 pachete piramida patrata (baza 10 cm, h = 9 cm). ana: 1 pachet prisma patrata (baza 5 cm, h = 25 cm). cine a cumparat mai mult lapte?"
Exersare Test 1 - 2021,11.0,E(X) = (25X - 10X² + X³)/(15X - 3X²). Determinați X naturale pentru care E(X) ia valori naturale,"E(X) = X(25 - 10X + X²)/(3X(5 - X)) = (X-5)²/(3(5-X)) = (5-X)/3. Pentru E(X) natural: X ∈ {2, 5}","X ∈ {2, 5}",,,Necunoscut,Altele,Necunoscut,exersare,2021.0,e(x) = (25x - 10x² + x³)/(15x - 3x²). determinati x naturale pentru care e(x) ia valori naturale,"e(x) = x(25 - 10x + x²)/(3x(5 - x)) = (x-5)²/(3(5-x)) = (5-x)/3. pentru e(x) natural: x ∈ {2, 5}","x ∈ {2, 5}",96,18,96,10,7,13,0,0,0,0,0,0,e(x) = (25x - 10x² + x³)/(15x - 3x²). determinati x naturale pentru care e(x) ia valori naturale
Exersare Test 1 - 2021,12.0,"f(x) = x² + 2mx + m², g(x) = 2x. Determinați m pentru care graficele se intersectează într-un singur punct",x² + (2m-2)x + m² = 0. Δ = 0 => (2m-2)² - 4m² = 0 => -8m + 4 = 0 => m = 1/2,m = 1/2,,,Necunoscut,Altele,Necunoscut,exersare,2021.0,"f(x) = x² + 2mx + m², g(x) = 2x. determinati m pentru care graficele se intersecteaza intr-un singur punct",x² + (2m-2)x + m² = 0. δ = 0 => (2m-2)² - 4m² = 0 => -8m + 4 = 0 => m = 1/2,m = 1/2,106,20,75,7,2,9,0,0,0,0,1,0,"f(x) = x² + 2mx + m², g(x) = 2x. determinati m pentru care graficele se intersecteaza intr-un singur punct"
,,"Fie a = 25/3 : 15/9 si b = -8 + 3. Completati cu numere reale, astfel incat propozitia obtinuta sa fie adevarata: a = ?, b = ?, a · b = ?",Se calculeaza a = (25/3) : (15/9) = (25/3) × (9/15) = 225/45 = 5; b = -8 + 3 = -5; a · b = 5 × (-5) = -25,"a = 5, b = -5, a · b = -25",1.0,Numere reale,Mulțimi numerice,Mulțimi numerice,1 - bază,fara_sursa,,"fie a = 25/3 : 15/9 si b = -8 + 3. completati cu numere reale, astfel incat propozitia obtinuta sa fie adevarata: a = ?, b = ?, a · b = ?",se calculeaza a = (25/3) : (15/9) = (25/3) × (9/15) = 225/45 = 5; b = -8 + 3 = -5; a · b = 5 × (-5) = -25,"a = 5, b = -5, a · b = -25",137,34,105,26,8,9,0,0,0,0,0,0,"fie a = 25/3 : 15/9 si b = -8 + 3. completati cu numere reale, astfel incat propozitia obtinuta sa fie adevarata: a = ?, b = ?, a · b = ?"
